0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
2.673724088,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
6.571004915,17.8870510791,3.29969360392,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
5.44514296,-4.44800607675,-5.40060870109,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
4.222413245,13.5686713731,2.47578471487,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
4.366674441,4.29725887374,0.489746662948,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
4.169974227,6.80689062161,1.0076811431,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
4.041763375,6.57173908566,0.947919460899,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
3.969456321,6.32388877907,0.877178130676,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
4.648104015,6.13779038421,0.820459181447,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
4.969978013,5.92451779222,0.763184504645,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
5.26521119,5.93113714982,0.729648734406,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
5.567232148,5.94290817584,0.707837015486,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
5.695373565,5.86026459086,0.660070897368,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
5.969458343,6.18226128332,0.707887612716,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
6.076264846,6.26397245615,0.670606226494,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
6.195211663,6.97301869026,0.787290016275,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
7.308420256,7.18542547511,0.799292143749,<open file 'power.csv', mode 'a' at 0x7fc671bad780>
7.377735679,7.43100015632,0.802523201639,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
7.376100421,7.64305783158,0.842140663053,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
7.331710752,7.61685611019,0.820954576963,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
7.989990189,7.66717172653,0.8258767096,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
7.912822862,7.84125110368,0.846629198125,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
8.018707755,7.80395514723,0.839199307001,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
8.212566929,7.82565081819,0.846629198124,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
8.922998464,7.82098119552,0.846629198124,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.170537334,7.82298288849,0.846896458824,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.24202548,8.03346154089,0.86416840364,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.281258626,8.29657804593,0.89165068866,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.513784346,8.59375022385,0.928985949842,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.468949607,8.80305709287,0.950343110689,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.470409675,8.79596990888,0.951606823103,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.486301487,8.79484594841,0.952853026953,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.534840044,8.80447218064,0.95449803212,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.587176099,8.81594836179,0.956805957177,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.665386735,9.08313896283,1.00613978224,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.741583959,9.08780540325,1.00613978224,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.17699496,9.09970510944,1.00726176483,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.236549046,9.14936133026,1.01625844904,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.233602864,9.40152583745,1.07522514882,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
9.203484376,9.38548251556,1.06667406867,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
8.356109569,9.43912361215,1.06632375088,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
8.322275061,9.13363787945,0.986807191055,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
8.309439025,8.70753818883,0.882055151821,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
8.300726179,8.7089737697,0.870206605434,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
7.431761315,8.63517804611,0.84069094484,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
7.371246879,8.82520659763,0.869192514618,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
7.27711445,8.1624463863,0.755571711802,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
7.175006531,8.10264240933,0.756657631542,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,6.67090839077,0.732645785649,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc67145db70>
0.0,0,0,<open file 'power.csv', mode 'a' at 0x7fc671bada50>
